State/UT,Year,Cause,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Total
DAMAN & DIU,2008,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,By Drowning,0,0,0,2,0,2,0,0,0,0,1,1,3
DAMAN & DIU,2008,By Fire/Self Immolation,0,2,0,0,0,2,0,0,0,0,0,0,2
DAMAN & DIU,2008,By Fire-Arms,0,0,0,1,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2008,By Hanging,0,2,3,3,0,8,0,1,0,1,0,2,10
DAMAN & DIU,2008,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,By Consuming Other Poison,0,0,1,0,0,1,0,0,0,0,2,2,3
DAMAN & DIU,2008,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,Total,0,4,4,6,0,14,0,1,0,1,3,5,19
DAMAN & DIU,2008,Total (Poison),0,0,1,0,0,1,0,0,0,0,2,2,3
DAMAN & DIU,2008,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By Drowning,0,2,0,2,0,4,0,0,1,0,0,1,5
DAMAN & DIU,2009,By Fire/Self Immolation,0,0,1,1,0,2,1,0,2,1,0,4,6
DAMAN & DIU,2009,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By Hanging,0,3,1,0,0,4,0,0,2,0,0,2,6
DAMAN & DIU,2009,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By Consuming Other Poison,0,2,0,0,2,4,0,1,0,0,0,1,5
DAMAN & DIU,2009,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By Jumping from (Building),0,1,0,0,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2009,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,Total,0,8,2,3,2,15,1,1,5,1,0,8,23
DAMAN & DIU,2009,Total (Poison),0,2,0,0,2,4,0,1,0,0,0,1,5
DAMAN & DIU,2009,Total (Jumping),0,1,0,0,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2010,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,By Drowning,1,0,0,0,0,1,0,1,0,0,0,1,2
DAMAN & DIU,2010,By Fire/Self Immolation,2,1,2,0,0,5,0,4,0,0,0,4,9
DAMAN & DIU,2010,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,By Hanging,0,4,2,1,0,7,0,3,2,0,0,5,12
DAMAN & DIU,2010,By Consuming Insecticides,0,0,1,0,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2010,By Consuming Other Poison,0,3,1,1,0,5,0,2,0,0,0,2,7
DAMAN & DIU,2010,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,Total,3,8,6,2,0,19,0,10,2,0,0,12,31
DAMAN & DIU,2010,Total (Poison),0,3,2,1,0,6,0,2,0,0,0,2,8
DAMAN & DIU,2010,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By Drowning,0,0,0,0,0,0,0,1,0,0,0,1,1
DAMAN & DIU,2011,By Fire/Self Immolation,0,0,1,0,0,1,0,0,1,0,0,1,2
DAMAN & DIU,2011,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By Hanging,1,5,3,3,0,12,0,9,0,1,0,10,22
DAMAN & DIU,2011,By Consuming Insecticides,0,0,0,1,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2011,By Consuming Other Poison,0,1,2,0,0,3,0,2,0,0,0,2,5
DAMAN & DIU,2011,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,By Other means (please specify),0,1,0,0,0,1,0,1,0,0,0,1,2
DAMAN & DIU,2011,Total,1,7,6,4,0,18,0,13,1,1,0,15,33
DAMAN & DIU,2011,Total (Poison),0,1,2,1,0,4,0,2,0,0,0,2,6
DAMAN & DIU,2011,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By Drowning,0,1,3,3,0,7,0,1,0,0,0,1,8
DAMAN & DIU,2012,By Fire/Self Immolation,0,1,1,0,0,2,0,0,3,0,0,3,5
DAMAN & DIU,2012,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By Hanging,0,1,6,1,0,8,1,3,1,0,0,5,13
DAMAN & DIU,2012,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By Consuming Other Poison,0,1,0,1,0,2,0,1,1,0,0,2,4
DAMAN & DIU,2012,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By Jumping from (Other sites),0,0,1,1,0,2,0,0,0,0,0,0,2
DAMAN & DIU,2012,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,By Other means (please specify),0,2,2,0,0,4,0,0,0,0,0,0,4
DAMAN & DIU,2012,Total,0,6,13,6,0,25,1,5,5,0,0,11,36
DAMAN & DIU,2012,Total (Poison),0,1,0,1,0,2,0,1,1,0,0,2,4
DAMAN & DIU,2012,Total (Jumping),0,0,1,1,0,2,0,0,0,0,0,0,2
DELHI (UT),2001,By Over Alcoholism,0,5,2,4,2,13,0,0,0,0,1,1,14
DELHI (UT),2001,By Drowning,2,6,1,3,1,13,1,2,0,0,0,3,16
DELHI (UT),2001,By Fire/Self Immolation,2,24,21,3,1,51,5,77,41,12,4,139,190
DELHI (UT),2001,By Fire-Arms,0,6,8,1,1,16,2,4,2,0,0,8,24
DELHI (UT),2001,By Hanging,4,163,133,62,4,366,5,131,70,6,3,215,581
DELHI (UT),2001,By Consuming Insecticides,1,39,30,6,1,77,6,19,14,2,1,42,119
DELHI (UT),2001,By Consuming Other Poison,5,51,39,18,5,118,5,36,20,8,0,69,187
DELHI (UT),2001,By Self Infliction of injury,0,2,2,4,0,8,0,3,1,0,0,4,12
DELHI (UT),2001,By Jumping from (Building),0,2,1,2,1,6,0,1,1,0,1,3,9
DELHI (UT),2001,By Jumping from (Other sites),0,1,2,1,3,7,0,0,1,1,0,2,9
DELHI (UT),2001,By Jumping off Moving Vehicles/Trains,0,2,4,1,0,7,0,2,0,0,0,2,9
DELHI (UT),2001,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2001,By Overdose of sleeping pills,0,0,0,0,0,0,0,2,0,0,0,2,2
DELHI (UT),2001,By touching electric wires,0,2,0,0,0,2,0,1,0,0,0,1,3
DELHI (UT),2001,By coming under running vehicles/trains,0,0,1,1,0,2,0,1,0,0,0,1,3
DELHI (UT),2001,By Other means (please specify),1,12,16,9,6,44,4,3,7,2,1,17,61
DELHI (UT),2001,Total,15,315,260,115,25,730,28,282,157,31,11,509,1239
DELHI (UT),2001,Total (Poison),6,92,71,28,6,203,11,58,35,10,1,115,318
DELHI (UT),2001,Total (Jumping),0,3,3,3,4,13,0,1,2,1,1,5,18
DELHI (UT),2002,By Over Alcoholism,0,6,2,1,0,9,0,0,0,0,0,0,9
DELHI (UT),2002,By Drowning,0,2,3,1,0,6,0,1,3,1,0,5,11
DELHI (UT),2002,By Fire/Self Immolation,0,28,20,4,0,52,1,62,32,3,2,100,152
DELHI (UT),2002,By Fire-Arms,0,5,4,1,0,10,0,1,0,0,0,1,11
DELHI (UT),2002,By Hanging,9,160,116,36,3,324,10,99,46,5,0,160,484
DELHI (UT),2002,By Consuming Insecticides,1,33,27,11,2,74,3,28,14,10,0,55,129
DELHI (UT),2002,By Consuming Other Poison,4,48,33,20,9,114,0,46,27,4,2,79,193
DELHI (UT),2002,By Self Infliction of injury,0,3,2,2,0,7,0,0,0,0,0,0,7
DELHI (UT),2002,By Jumping from (Building),0,5,2,4,0,11,0,0,0,0,0,0,11
DELHI (UT),2002,By Jumping from (Other sites),0,1,3,1,0,5,0,0,1,0,0,1,6
DELHI (UT),2002,By Jumping off Moving Vehicles/Trains,0,0,1,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2002,By Machine,0,0,1,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2002,By Overdose of sleeping pills,0,0,2,3,0,5,0,0,0,0,0,0,5
DELHI (UT),2002,By touching electric wires,0,4,0,4,1,9,0,0,1,0,0,1,10
DELHI (UT),2002,By coming under running vehicles/trains,1,4,1,4,1,11,1,3,2,0,0,6,17
DELHI (UT),2002,By Other means,0,2,1,1,0,4,1,1,0,0,0,2,6
DELHI (UT),2002,Total,15,301,218,93,16,643,16,241,126,23,4,410,1053
DELHI (UT),2002,Total (Poison),5,84,62,33,11,195,3,74,41,14,2,134,329
DELHI (UT),2002,Total (Jumping),0,6,5,5,0,16,0,0,1,0,0,1,17
DELHI (UT),2003,By Over Alcoholism,0,6,0,0,0,6,0,2,0,0,0,2,8
DELHI (UT),2003,By Drowning,2,1,1,0,0,4,0,1,0,0,0,1,5
DELHI (UT),2003,By Fire/Self Immolation,2,15,6,5,2,30,0,43,23,9,2,77,107
DELHI (UT),2003,By Fire-Arms,0,18,20,9,2,49,0,7,4,1,0,12,61
DELHI (UT),2003,By Hanging,2,163,154,45,13,377,4,101,49,7,0,161,538
DELHI (UT),2003,By Consuming Insecticides,2,22,14,3,0,41,1,7,4,5,0,17,58
DELHI (UT),2003,By Consuming Other Poison,4,64,51,10,4,133,8,36,16,3,1,64,197
DELHI (UT),2003,By Self Infliction of injury,0,1,0,2,0,3,0,1,0,0,0,1,4
DELHI (UT),2003,By Jumping from (Building),0,8,7,7,5,27,0,10,3,13,0,26,53
DELHI (UT),2003,By Jumping from (Other sites),0,3,2,0,0,5,0,0,0,0,0,0,5
DELHI (UT),2003,By Jumping off Moving Vehicles/Trains,1,1,1,1,0,4,0,1,0,1,0,2,6
DELHI (UT),2003,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2003,By Overdose of sleeping pills,0,0,4,0,0,4,0,0,0,0,0,0,4
DELHI (UT),2003,By touching electric wires,0,7,3,0,1,11,0,1,0,1,0,2,13
DELHI (UT),2003,By coming under running vehicles/trains,0,6,0,2,0,8,1,4,0,0,1,6,14
DELHI (UT),2003,By Other means (please specify),5,13,15,6,0,39,5,21,13,1,1,41,80
DELHI (UT),2003,Total,18,328,278,90,27,741,19,235,112,41,5,412,1153
DELHI (UT),2003,Total (Poison),6,87,65,15,4,177,9,44,20,8,1,82,259
DELHI (UT),2003,Total (Jumping),0,11,9,7,5,32,0,10,3,13,0,26,58
DELHI (UT),2004,By Over Alcoholism,0,1,0,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2004,By Drowning,1,3,3,0,0,7,0,0,0,2,0,2,9
DELHI (UT),2004,By Fire/Self Immolation,0,12,13,12,2,39,2,39,17,3,4,65,104
DELHI (UT),2004,By Fire-Arms,1,2,2,3,1,9,0,3,1,2,0,6,15
DELHI (UT),2004,By Hanging,13,226,151,49,11,450,13,144,57,9,10,233,683
DELHI (UT),2004,By Consuming Insecticides,0,5,11,3,0,19,0,9,2,1,0,12,31
DELHI (UT),2004,By Consuming Other Poison,3,48,49,13,1,114,1,45,17,4,0,67,181
DELHI (UT),2004,By Self Infliction of injury,0,1,3,0,0,4,0,0,0,0,2,2,6
DELHI (UT),2004,By Jumping from (Building),0,0,1,0,0,1,0,1,0,0,0,1,2
DELHI (UT),2004,By Jumping from (Other sites),0,3,4,1,0,8,0,7,0,0,0,7,15
DELHI (UT),2004,By Jumping off Moving Vehicles/Trains,0,2,3,3,0,8,0,3,1,0,0,4,12
DELHI (UT),2004,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2004,By Overdose of sleeping pills,0,1,0,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2004,By touching electric wires,0,0,1,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2004,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2004,By Other means (please specify),1,38,57,36,5,137,1,32,22,3,0,58,195
DELHI (UT),2004,Total,19,342,298,120,20,799,17,283,117,24,16,457,1256
DELHI (UT),2004,Total (Poison),3,54,63,16,1,137,1,54,19,5,2,81,218
DELHI (UT),2004,Total (Jumping),0,3,5,1,0,9,0,8,0,0,0,8,17
DELHI (UT),2005,By Over Alcoholism,0,3,5,0,0,8,0,0,0,0,0,0,8
DELHI (UT),2005,By Drowning,0,9,6,2,0,17,0,4,0,0,0,4,21
DELHI (UT),2005,By Fire/Self Immolation,0,16,5,5,0,26,0,48,16,3,3,70,96
DELHI (UT),2005,By Fire-Arms,0,12,7,1,0,20,0,1,0,0,0,1,21
DELHI (UT),2005,By Hanging,5,233,178,65,17,498,8,146,76,16,1,247,745
DELHI (UT),2005,By Consuming Insecticides,0,14,8,1,0,23,0,19,8,0,0,27,50
DELHI (UT),2005,By Consuming Other Poison,0,49,32,15,5,101,1,26,18,4,2,51,152
DELHI (UT),2005,By Self Infliction of injury,0,1,1,0,0,2,1,1,0,0,0,2,4
DELHI (UT),2005,By Jumping from (Building),0,7,7,2,0,16,0,2,1,1,0,4,20
DELHI (UT),2005,By Jumping from (Other sites),2,2,2,1,0,7,1,0,1,1,0,3,10
DELHI (UT),2005,By Jumping off Moving Vehicles/Trains,0,0,0,1,0,1,0,1,0,0,0,1,2
DELHI (UT),2005,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2005,By Overdose of sleeping pills,0,2,0,1,0,3,0,0,0,0,0,0,3
DELHI (UT),2005,By touching electric wires,0,1,3,2,0,6,1,1,1,0,0,3,9
DELHI (UT),2005,By coming under running vehicles/trains,0,2,1,1,1,5,0,2,0,0,0,2,7
DELHI (UT),2005,By Other means (please specify),1,19,9,14,1,44,1,30,19,1,2,53,97
DELHI (UT),2005,Total,8,370,264,111,24,777,13,281,140,26,8,468,1245
DELHI (UT),2005,Total (Poison),0,64,41,16,5,126,2,46,26,4,2,80,206
DELHI (UT),2005,Total (Jumping),2,9,9,3,0,23,1,2,2,2,0,7,30
DELHI (UT),2006,By Over Alcoholism,0,9,4,2,0,15,0,0,0,0,0,0,15
DELHI (UT),2006,By Drowning,0,6,1,0,0,7,0,3,0,0,0,3,10
DELHI (UT),2006,By Fire/Self Immolation,0,20,27,11,3,61,1,57,20,4,1,83,144
DELHI (UT),2006,By Fire-Arms,0,2,4,1,0,7,0,0,1,0,0,1,8
DELHI (UT),2006,By Hanging,5,295,194,81,11,586,9,199,91,13,1,313,899
DELHI (UT),2006,By Consuming Insecticides,1,27,21,6,1,56,1,22,10,3,2,38,94
DELHI (UT),2006,By Consuming Other Poison,0,53,40,10,0,103,2,32,14,2,0,50,153
DELHI (UT),2006,By Self Infliction of injury,1,3,2,0,1,7,0,1,0,0,0,1,8
DELHI (UT),2006,By Jumping from (Building),0,10,11,8,2,31,0,4,0,1,0,5,36
DELHI (UT),2006,By Jumping from (Other sites),2,5,6,0,0,13,0,1,0,0,0,1,14
DELHI (UT),2006,By Jumping off Moving Vehicles/Trains,0,5,0,3,0,8,0,4,1,0,0,5,13
DELHI (UT),2006,By Machine,0,0,1,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2006,By Overdose of sleeping pills,0,2,0,2,2,6,0,0,0,0,0,0,6
DELHI (UT),2006,By touching electric wires,0,3,1,1,0,5,0,1,1,0,0,2,7
DELHI (UT),2006,By coming under running vehicles/trains,0,1,2,1,0,4,0,0,0,0,0,0,4
DELHI (UT),2006,By Other means (please specify),0,8,26,13,3,50,3,11,10,5,1,30,80
DELHI (UT),2006,Total,9,449,340,139,23,960,16,335,148,28,5,532,1492
DELHI (UT),2006,Total (Poison),2,83,63,16,2,166,3,55,24,5,2,89,255
DELHI (UT),2006,Total (Jumping),2,15,17,8,2,44,0,5,0,1,0,6,50
DELHI (UT),2007,By Over Alcoholism,0,1,0,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2007,By Drowning,0,1,0,0,2,3,1,1,0,0,0,2,5
DELHI (UT),2007,By Fire/Self Immolation,0,13,15,5,2,35,1,37,18,0,2,58,93
DELHI (UT),2007,By Fire-Arms,0,6,6,0,1,13,0,5,1,0,0,6,19
DELHI (UT),2007,By Hanging,7,293,251,62,12,625,7,212,65,5,1,290,915
DELHI (UT),2007,By Consuming Insecticides,0,11,10,4,0,25,0,12,4,3,0,19,44
DELHI (UT),2007,By Consuming Other Poison,1,46,42,19,8,116,3,43,21,4,2,73,189
DELHI (UT),2007,By Self Infliction of injury,0,2,2,0,2,6,1,0,0,1,0,2,8
DELHI (UT),2007,By Jumping from (Building),3,6,7,1,0,17,0,4,1,0,0,5,22
DELHI (UT),2007,By Jumping from (Other sites),0,2,2,2,0,6,1,1,0,0,1,3,9
DELHI (UT),2007,By Jumping off Moving Vehicles/Trains,0,0,1,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2007,By Machine,0,1,0,3,0,4,0,0,0,0,0,0,4
DELHI (UT),2007,By Overdose of sleeping pills,0,2,1,0,0,3,0,0,0,0,0,0,3
DELHI (UT),2007,By touching electric wires,0,2,1,0,0,3,0,3,0,0,0,3,6
DELHI (UT),2007,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2007,By Other means (please specify),2,45,37,19,5,108,1,28,18,5,2,54,162
DELHI (UT),2007,Total,13,431,375,115,32,966,15,346,128,18,8,515,1481
DELHI (UT),2007,Total (Poison),1,59,54,23,10,147,4,55,25,8,2,94,241
DELHI (UT),2007,Total (Jumping),3,8,9,3,0,23,1,5,1,0,1,8,31
DELHI (UT),2008,By Over Alcoholism,0,1,3,4,0,8,0,2,0,1,0,3,11
DELHI (UT),2008,By Drowning,0,1,0,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2008,By Fire/Self Immolation,0,10,11,5,0,26,1,41,17,7,1,67,93
DELHI (UT),2008,By Fire-Arms,0,3,2,2,1,8,0,0,1,0,0,1,9
DELHI (UT),2008,By Hanging,10,276,194,54,11,545,12,226,65,12,1,316,861
DELHI (UT),2008,By Consuming Insecticides,2,13,11,6,0,32,1,15,4,0,0,20,52
DELHI (UT),2008,By Consuming Other Poison,3,41,38,18,7,107,3,47,21,4,0,75,182
DELHI (UT),2008,By Self Infliction of injury,0,0,1,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2008,By Jumping from (Building),0,10,9,3,0,22,0,5,1,0,1,7,29
DELHI (UT),2008,By Jumping from (Other sites),0,0,0,0,1,1,0,0,0,0,0,0,1
DELHI (UT),2008,By Jumping off Moving Vehicles/Trains,0,1,0,0,0,1,0,1,0,0,0,1,2
DELHI (UT),2008,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2008,By Overdose of sleeping pills,0,1,0,1,1,3,0,0,0,0,0,0,3
DELHI (UT),2008,By touching electric wires,0,1,2,0,0,3,0,0,0,0,0,0,3
DELHI (UT),2008,By coming under running vehicles/trains,0,0,0,1,0,1,0,0,0,0,0,0,1
DELHI (UT),2008,By Other means (please specify),1,13,15,3,4,36,1,10,6,1,0,18,54
DELHI (UT),2008,Total,16,371,286,97,25,795,18,347,115,25,3,508,1303
DELHI (UT),2008,Total (Poison),5,54,50,24,7,140,4,62,25,4,0,95,235
DELHI (UT),2008,Total (Jumping),0,10,9,3,1,23,0,5,1,0,1,7,30
DELHI (UT),2009,By Over Alcoholism,0,2,2,4,1,9,0,0,0,0,0,0,9
DELHI (UT),2009,By Drowning,1,3,1,0,0,5,3,0,0,0,0,3,8
DELHI (UT),2009,By Fire/Self Immolation,0,18,14,8,3,43,1,27,27,2,2,59,102
DELHI (UT),2009,By Fire-Arms,0,8,5,1,0,14,0,0,1,0,0,1,15
DELHI (UT),2009,By Hanging,8,295,201,62,15,581,8,255,57,20,1,341,922
DELHI (UT),2009,By Consuming Insecticides,0,15,6,1,0,22,0,10,2,0,1,13,35
DELHI (UT),2009,By Consuming Other Poison,3,72,42,13,1,131,1,49,20,3,2,75,206
DELHI (UT),2009,By Self Infliction of injury,0,2,0,0,0,2,0,1,0,0,0,1,3
DELHI (UT),2009,By Jumping from (Building),0,3,8,5,1,17,0,3,0,0,0,3,20
DELHI (UT),2009,By Jumping from (Other sites),0,3,1,0,1,5,0,1,0,0,0,1,6
DELHI (UT),2009,By Jumping off Moving Vehicles/Trains,0,4,1,2,1,8,0,0,1,0,0,1,9
DELHI (UT),2009,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2009,By Overdose of sleeping pills,0,0,0,0,0,0,0,2,0,0,0,2,2
DELHI (UT),2009,By touching electric wires,1,5,3,0,0,9,0,0,1,0,0,1,10
DELHI (UT),2009,By coming under running vehicles/trains,0,0,1,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2009,By Other means (please specify),2,27,40,12,5,86,6,12,16,8,1,43,129
DELHI (UT),2009,Total,15,457,325,108,28,933,19,360,125,33,7,544,1477
DELHI (UT),2009,Total (Poison),3,89,48,14,1,155,1,60,22,3,3,89,244
DELHI (UT),2009,Total (Jumping),0,6,9,5,2,22,0,4,0,0,0,4,26
DELHI (UT),2010,By Over Alcoholism,0,0,3,7,5,15,0,0,0,0,0,0,15
DELHI (UT),2010,By Drowning,0,11,11,0,2,24,1,8,3,1,1,14,38
DELHI (UT),2010,By Fire/Self Immolation,2,19,13,7,1,42,0,29,12,5,2,48,90
DELHI (UT),2010,By Fire-Arms,0,4,5,2,2,13,0,1,1,0,0,2,15
DELHI (UT),2010,By Hanging,10,284,222,74,26,616,19,234,83,19,5,360,976
DELHI (UT),2010,By Consuming Insecticides,0,36,28,9,1,74,1,21,13,2,0,37,111
DELHI (UT),2010,By Consuming Other Poison,2,39,22,18,7,88,1,40,19,4,1,65,153
DELHI (UT),2010,By Self Infliction of injury,0,2,1,0,0,3,0,1,0,0,0,1,4
DELHI (UT),2010,By Jumping from (Building),0,1,3,0,0,4,0,0,1,0,0,1,5
DELHI (UT),2010,By Jumping from (Other sites),0,2,4,0,0,6,2,3,0,0,0,5,11
DELHI (UT),2010,By Jumping off Moving Vehicles/Trains,0,4,5,2,0,11,0,2,0,0,0,2,13
DELHI (UT),2010,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2010,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2010,By touching electric wires,0,2,1,0,0,3,0,2,3,0,0,5,8
DELHI (UT),2010,By coming under running vehicles/trains,0,1,1,1,0,3,0,2,0,1,0,3,6
DELHI (UT),2010,By Other means (please specify),2,24,20,10,3,59,0,20,15,4,0,39,98
DELHI (UT),2010,Total,16,429,339,130,47,961,24,363,150,36,9,582,1543
DELHI (UT),2010,Total (Poison),2,77,51,27,8,165,2,62,32,6,1,103,268
DELHI (UT),2010,Total (Jumping),0,3,7,0,0,10,2,3,1,0,0,6,16
DELHI (UT),2011,By Over Alcoholism,0,8,10,1,0,19,0,0,0,0,0,0,19
DELHI (UT),2011,By Drowning,2,7,4,2,1,16,0,0,0,0,0,0,16
DELHI (UT),2011,By Fire/Self Immolation,0,20,20,12,5,57,1,24,18,3,0,46,103
DELHI (UT),2011,By Fire-Arms,0,10,3,4,0,17,0,1,0,2,1,4,21
DELHI (UT),2011,By Hanging,11,408,253,70,14,756,12,245,86,28,6,377,1133
DELHI (UT),2011,By Consuming Insecticides,0,13,6,0,0,19,0,7,1,0,1,9,28
DELHI (UT),2011,By Consuming Other Poison,2,91,43,19,8,163,3,34,18,5,4,64,227
DELHI (UT),2011,By Self Infliction of injury,0,5,2,4,0,11,0,0,0,0,0,0,11
